x0,y0,h0,x1,y1,h1,x2,y2,h2,n_pts
0.125,0.53125,-128.2041563,0.09375,0.53125,-221.2637788,0.125,0.5,-133.4415961,428
0.125,0.53125,-128.2041563,0.125,0.5625,-122.9667164,0.09375,0.53125,-221.2637788,177
0.0625,0.53125,-314.3234014,0.0625,0.5625,-309.0859615,0.09375,0.53125,-221.2637788,66
0.140625,0.515625,-128.2316766,0.125,0.53125,-128.2041563,0.15625,0.53125,-123.021757,1
0.140625,0.515625,-128.2316766,0.125,0.5,-133.4415961,0.125,0.53125,-128.2041563,203
0.1484375,0.5078125,13.65187725,0.15625,0.515625,-84.97106856,0.140625,0.515625,-128.2316766,0
0.1484375,0.5078125,13.65187725,0.15625,0.5,-93.07548534,0.15625,0.515625,-84.97106856,0
0.00390625,0.65234375,160.494056,0,0.6484375,329.4295873,0.0078125,0.6484375,-123.9500506,10
0.00390625,0.64453125,-0.6322334258,0,0.6484375,329.4295873,0.0078125,0.6484375,-123.9500506,19
0.00390625,0.64453125,-0.6322334258,0,0.640625,-144.7045514,0,0.6484375,329.4295873,5
0.00390625,0.59765625,-306.4816849,0,0.6015625,5.60006409,0.0078125,0.6015625,-320.1533148,24
0.00390625,0.60546875,-270.4439069,0,0.609375,304.0101831,0,0.6015625,5.60006409,12
0.00390625,0.60546875,-270.4439069,0,0.6015625,5.60006409,0.0078125,0.6015625,-320.1533148,19
0.8125,0.5625,196.5586722,0.75,0.625,232.0052531,0.875,0.625,228.6322266,256
0.0625,0.25,-558.5771816,0.125,0.25,-221.8251331,0.0625,0.3125,-534.6165295,1
0.375,1,152.5973635,0.375,0.875,24.95189111,0.5,1,178.2820776,0
0.375,1,152.5973635,0.25,1,126.9126494,0.375,0.875,24.95189111,0
0.5,0.875,171.4226173,0.375,0.875,24.95189111,0.5,1,178.2820776,0
0.5,0.875,171.4226173,0.5,0.75,197.2407691,0.375,0.875,24.95189111,0
0.375,0.75,121.6023579,0.375,0.875,24.95189111,0.5,0.75,197.2407691,0
0.375,0.75,121.6023579,0.25,0.75,-128.3782954,0.375,0.875,24.95189111,0
0.1875,0.8125,-56.7460703,0.25,0.875,-0.7328229907,0.25,0.75,-128.3782954,0
0.1875,0.9375,70.89940208,0.25,1,126.9126494,0.25,0.875,-0.7328229907,0
